Ticker,Yahoo,Name
KOP,KOP,Koppers Holdings Inc
KFY,KFY,Korn Ferry
KOS,KOS,Kosmos Energy Ltd
KTOS,KTOS,Kratos Defense & Security Solutions Inc
KRO,KRO,Kronos Worldwide Inc
KLIC,KLIC,Kulicke & Soffa Industries Inc
LZB,LZB,La-Z-Boy Inc
LADR,LADR,Ladder Capital Corp
LBAI,LBAI,Lakeland Bancorp Inc
LKFN,LKFN,Lakeland Financial Corp
LANC,LANC,Lancaster Colony Corp
LNDC,LNDC,Landec Corp
LE,LE,Lands End Inc
LNTH,LNTH,Lantheus Holdings Inc
LPI,LPI,Laredo Petroleum Inc
LAUR,LAUR,Laureate Education Inc
LCII,LCII,LCI Industries
LZ,LZ,Legalzoom.com Inc
LMAT,LMAT,LeMaitre Vascular Inc
LC,LC,LendingClub Corp
LGIH,LGIH,LGI Homes Inc
LHCG,LHCG,LHC Group Inc
LICY,LICY,Li-Cycle Holdings Corp
LBRT,LBRT,Liberty Energy Inc
LILA,LILA,Liberty Latin America Ltd
LILAK,LILAK,Liberty Latin America Ltd
BATRA,BATRA,Liberty Media Corp-Liberty Braves
BATRK,BATRK,Liberty Media Corp-Liberty Braves
LCUT,LCUT,Lifetime Brands Inc
LGND,LGND,Ligand Pharmaceuticals Inc
LNW,LNW,Light & Wonder Inc
ZEV,ZEV,Lightning eMotors Inc
LNN,LNN,Lindsay Corp
LIVN,LIVN,LivaNova PLC
LOB,LOB,Live Oak Bancshares Inc
LTHM,LTHM,Livent Corp
RAMP,RAMP,LiveRamp Holdings Inc
LL,LL,LL Flooring Holdings Inc
LOVE,LOVE,Lovesac Co
LXU,LXU,LSB Industries Inc
LTC,LTC,LTC Properties Inc
LXP,LXP,LXP Industrial Trust
MHO,MHO,M/I Homes Inc
MCBC,MCBC,Macatawa Bank Corp
MAC,MAC,Macerich Co
MTSI,MTSI,MACOM Technology Solutions Holdings Inc
MGNI,MGNI,Magnite Inc
MGY,MGY,Magnolia Oil & Gas Corp
MBUU,MBUU,Malibu Boats Inc
MTW,MTW,Manitowoc Co Inc
MNKD,MNKD,MannKind Corp
MANT,MANT,ManTech International Corp
MMI,MMI,Marcus & Millichap Inc
MCS,MCS,Marcus Corp
MPX,MPX,Marine Products Corp
HZO,HZO,MarineMax Inc
MQ,MQ,Marqeta Inc
MRTN,MRTN,Marten Transport Ltd
DOOR,DOOR,Masonite International Corp
MCFT,MCFT,MasterCraft Boat Holdings Inc
MTDR,MTDR,Matador Resources Co
MTRN,MTRN,Materion Corp
MATV,MATV,Mativ Holdings Inc
MATX,MATX,Matson Inc
MATW,MATW,Matthews International Corp
MAXR,MAXR,Maxar Technologies Inc
MMS,MMS,Maximus Inc
MXL,MXL,MaxLinear Inc
MBI,MBI,MBIA Inc
MGRC,MGRC,McGrath RentCorp
MDC,MDC,MDC Holdings Inc
MED,MED,Medifast Inc
MEDP,MEDP,Medpace Holdings Inc
MBWM,MBWM,Mercantile Bank Corp
MCY,MCY,Mercury General Corp
VIVO,VIVO,Meridian Bioscience Inc
MMSI,MMSI,Merit Medical Systems Inc
MTH,MTH,Meritage Homes Corp
MLAB,MLAB,Mesa Laboratories Inc
MEI,MEI,Methode Electronics Inc
MCB,MCB,Metropolitan Bank Holding Corp
MFA,MFA,MFA Financial Inc
MGEE,MGEE,MGE Energy Inc
MGPI,MGPI,MGP Ingredients Inc
MSTR,MSTR,MicroStrategy Inc
MSEX,MSEX,Middlesex Water Co
MSBI,MSBI,Midland States Bancorp Inc
MOFG,MOFG,MidWestOne Financial Group Inc
MLR,MLR,Miller Industries Inc
MLKN,MLKN,MillerKnoll Inc
MDXG,MDXG,MiMedx Group Inc
MTX,MTX,Minerals Technologies Inc
MITK,MITK,Mitek Systems Inc
MODN,MODN,Model N Inc
MOD,MOD,Modine Manufacturing Co
MODV,MODV,ModivCare Inc
MC,MC,Moelis & Co
MNTV,MNTV,Momentive Global Inc
MCRI,MCRI,Monarch Casino & Resort Inc
MGI,MGI,MoneyGram International Inc
MNRO,MNRO,Monro Inc
MNTK,MNTK,Montauk Renewables Inc
MOG/A,MOG-A,Moog Inc
MOV,MOV,Movado Group Inc
COOP,COOP,Mr Cooper Group Inc
MRC,MRC,MRC Global Inc
MLI,MLI,Mueller Industries Inc
MWA,MWA,Mueller Water Products Inc
MPLN,MPLN,Multiplan Corp
MUR,MUR,Murphy Oil Corp
MUSA,MUSA,Murphy USA Inc
MYE,MYE,Myers Industries Inc
MYRG,MYRG,MYR Group Inc
MYGN,MYGN,Myriad Genetics Inc
NBR,NBR,Nabors Industries Ltd
NC,NC,NACCO Industries Inc
NSSC,NSSC,Napco Security Technologies Inc
NBHC,NBHC,National Bank Holdings Corp
FIZZ,FIZZ,National Beverage Corp
NESR,NESR,National Energy Services Reunited Corp
NHI,NHI,National Health Investors Inc
NHC,NHC,National HealthCare Corp
NPK,NPK,National Presto Industries Inc
NRC,NRC,National Research Corp
EYE,EYE,National Vision Holdings Inc
NWLI,NWLI,National Western Life Group Inc
NAVI,NAVI,Navient Corp
NBTB,NBTB,NBT Bancorp Inc
RTL,RTL,Necessity Retail REIT Inc
NNI,NNI,Nelnet Inc
NEOG,NEOG,Neogen Corp
NEO,NEO,NeoGenomics Inc
NTGR,NTGR,NETGEAR Inc
NTCT,NTCT,NetScout Systems Inc
NTST,NTST,NETSTREIT Corp
NVRO,NVRO,Nevro Corp
NJR,NJR,New Jersey Resources Corp
NYMT,NYMT,New York Mortgage Trust Inc
NMRK,NMRK,Newmark Group Inc
NREF,NREF,Nexpoint Real Estate Finance Inc
NXRT,NXRT,NexPoint Residential Trust Inc
NXGN,NXGN,NextGen Healthcare Inc
NEX,NEX,NexTier Oilfield Solutions Inc
NIC,NIC,Nicolet Bankshares Inc
NMIH,NMIH,NMI Holdings Inc
NE,NE,Noble Corp
NBN,NBN,Northeast Bank
NOG,NOG,Northern Oil and Gas Inc
NWBI,NWBI,Northwest Bancshares Inc
NWN,NWN,Northwest Natural Holding Co
NWPX,NWPX,Northwest Pipe Co
NWE,NWE,NorthWestern Corp
NG,NG,Novagold Resources Inc
NOVT,NOVT,Novanta Inc
DNOW,DNOW,NOW Inc
NUS,NUS,Nu Skin Enterprises Inc
NUVA,NUVA,NuVasive Inc
NVEE,NVEE,NV5 Global Inc
OI,OI,O-I Glass Inc
OII,OII,Oceaneering International Inc
OCFC,OCFC,OceanFirst Financial Corp
ODP,ODP,ODP Corp
OPAD,OPAD,Offerpad Solutions Inc
OPI,OPI,Office Properties Income Trust
OFG,OFG,OFG Bancorp
OIS,OIS,Oil States International Inc
ONB,ONB,Old National Bancorp
OSBC,OSBC,Old Second Bancorp Inc
ZEUS,ZEUS,Olympic Steel Inc
OFLX,OFLX,Omega Flex Inc
OMCL,OMCL,Omnicell Inc
OGS,OGS,ONE Gas Inc
OSPN,OSPN,OneSpan Inc
ONEW,ONEW,OneWater Marine Inc
ONTO,ONTO,Onto Innovation Inc
OOMA,OOMA,Ooma Inc
LPRO,LPRO,Open Lending Corp
OPK,OPK,OPKO Health Inc
OPRT,OPRT,Oportun Financial Corp
OPY,OPY,Oppenheimer Holdings Inc
OPCH,OPCH,Option Care Health Inc
ORGO,ORGO,Organogenesis Holdings Inc
OBNK,OBNK,Origin Bancorp Inc
OEC,OEC,Orion Engineered Carbons SA
ONL,ONL,Orion Office REIT Inc
ORA,ORA,Ormat Technologies Inc
OFIX,OFIX,Orthofix Medical Inc
OSIS,OSIS,OSI Systems Inc
OTTR,OTTR,Otter Tail Corp
OUT,OUT,Outfront Media Inc
OSTK,OSTK,Overstock.com Inc
OMI,OMI,Owens & Minor Inc
OXM,OXM,Oxford Industries Inc
PPBI,PPBI,Pacific Premier Bancorp Inc
PCRX,PCRX,Pacira BioSciences Inc
PTVE,PTVE,Pactiv Evergreen Inc
PTSI,PTSI,PAM Transportation Services Inc
PZZA,PZZA,Papa Johns International Inc
PGRE,PGRE,Paramount Group Inc
PRK,PRK,Park National Corp
PKBK,PKBK,Parke Bancorp Inc
PSN,PSN,Parsons Corp
CASH,CASH,Pathward Financial Inc
PATK,PATK,Patrick Industries Inc
PDCO,PDCO,Patterson Cos Inc
PTEN,PTEN,Patterson-UTI Energy Inc
PSFE,PSFE,Paysafe Ltd
PBF,PBF,PBF Energy Inc
CNXN,CNXN,PC Connection Inc
PCB,PCB,PCB Bancorp
PCSB,PCSB,PCSB Financial Corp
PDFS,PDFS,PDF Solutions Inc
BTU,BTU,Peabody Energy Corp
PGC,PGC,Peapack-Gladstone Financial Corp
PEB,PEB,Pebblebrook Hotel Trust
MD,MD,Pediatrix Medical Group Inc
PFSI,PFSI,PennyMac Financial Services Inc
PMT,PMT,PennyMac Mortgage Investment Trust
PEBO,PEBO,Peoples Bancorp Inc
PFIS,PFIS,Peoples Financial Services Corp
PRDO,PRDO,Perdoceo Education Corp
PRFT,PRFT,Perficient Inc
PRM,PRM,Perimeter Solutions SA
PR,PR,Permian Resources Corp
PETQ,PETQ,PetIQ Inc
PETS,PETS,PetMed Express Inc
PGTI,PGTI,PGT Innovations Inc
PAHC,PAHC,Phibro Animal Health Corp
PECO,PECO,Phillips Edison & Co Inc
PLAB,PLAB,Photronics Inc
DOC,DOC,Physicians Realty Trust
PLL,PLL,Piedmont Lithium Inc
PDM,PDM,Piedmont Office Realty Trust Inc
PING,PING,Ping Identity Holding Corp
PIPR,PIPR,Piper Sandler Cos
PBI,PBI,Pitney Bowes Inc
PJT,PJT,PJT Partners Inc
MYPS,MYPS,Playstudios Inc
PLXS,PLXS,Plexus Corp
PLYM,PLYM,Plymouth Industrial REIT Inc
PNM,PNM,PNM Resources Inc
POR,POR,Portland General Electric Co
PSTL,PSTL,Postal Realty Trust Inc
PCH,PCH,PotlatchDeltic Corp
POWL,POWL,Powell Industries Inc
POWI,POWI,Power Integrations Inc
PRAA,PRAA,PRA Group Inc
PFBC,PFBC,Preferred Bank
PLPC,PLPC,Preformed Line Products Co
PFC,PFC,Premier Financial Corp
PBH,PBH,Prestige Consumer Healthcare Inc
PSMT,PSMT,PriceSmart Inc
FRST,FRST,Primis Financial Corp
PRMW,PRMW,Primo Water Corp
PRIM,PRIM,Primoris Services Corp
PRA,PRA,ProAssurance Corp
PRG,PRG,PROG Holdings Inc
PRGS,PRGS,Progress Software Corp
PGNY,PGNY,Progyny Inc
RXDX,RXDX,Prometheus Biosciences Inc
PUMP,PUMP,ProPetro Holding Corp
PRO,PRO,PROS Holdings Inc
PRTA,PRTA,Prothena Corp PLC
PRLB,PRLB,Proto Labs Inc
PFS,PFS,Provident Financial Services Inc
PTCT,PTCT,PTC Therapeutics Inc
PUBM,PUBM,PubMatic Inc
PCYO,PCYO,Pure Cycle Corp
PZN,PZN,Pzena Investment Management Inc
QCRH,QCRH,QCR Holdings Inc
KWR,KWR,Quaker Chemical Corp
QLYS,QLYS,Qualys Inc
NX,NX,Quanex Building Products Corp
QNST,QNST,QuinStreet Inc
QRTEA,QRTEA,Qurate Retail Inc
RCM,RCM,R1 RCM Inc
RXT,RXT,Rackspace Technology Inc
RDN,RDN,Radian Group Inc
RLGT,RLGT,Radiant Logistics Inc
RADI,RADI,Radius Global Infrastructure Inc
RDNT,RDNT,RadNet Inc
METC,METC,Ramaco Resources Inc
RMBS,RMBS,Rambus Inc
ROCC,ROCC,Ranger Oil Corp
RPD,RPD,Rapid7 Inc
RYAM,RYAM,Rayonier Advanced Materials Inc
ROLL,ROLL,RBC Bearings Inc
RICK,RICK,RCI Hospitality Holdings Inc
RMAX,RMAX,RE/MAX Holdings Inc
RC,RC,Ready Capital Corp
RRR,RRR,Red Rock Resorts Inc
RDVT,RDVT,Red Violet Inc
RDFN,RDFN,Redfin Corp
RWT,RWT,Redwood Trust Inc
RGNX,RGNX,REGENXBIO Inc
RM,RM,Regional Management Corp
RELY,RELY,Remitly Global Inc
RNST,RNST,Renasant Corp
RCII,RCII,Rent-A-Center Inc
RPAY,RPAY,Repay Holdings Corp
RBCAA,RBCAA,Republic Bancorp Inc
REZI,REZI,Resideo Technologies Inc
RFP,RFP,Resolute Forest Products Inc
RGP,RGP,Resources Connection Inc
ROIC,ROIC,Retail Opportunity Investments Corp
REVG,REVG,REV Group Inc
RVLV,RVLV,Revolve Group Inc
REX,REX,REX American Resources Corp
RBBN,RBBN,Ribbon Communications Inc
RMNI,RMNI,Rimini Street Inc
REI,REI,Ring Energy Inc
RAD,RAD,Rite Aid Corp
RLI,RLI,RLI Corp
RLJ,RLJ,RLJ Lodging Trust
RMR,RMR,RMR Group Inc
ROG,ROG,Rogers Corp
RES,RES,RPC Inc
RPT,RPT,RPT Realty
RUSHA,RUSHA,Rush Enterprises Inc
RUSHB,RUSHB,Rush Enterprises Inc
RSI,RSI,Rush Street Interactive Inc
RYI,RYI,Ryerson Holding Corp
RHP,RHP,Ryman Hospitality Properties Inc
STBA,STBA,S&T Bancorp Inc
SBRA,SBRA,Sabra Health Care REIT Inc
SB,SB,Safe Bulkers Inc
SAFT,SAFT,Safety Insurance Group Inc
SAIA,SAIA,Saia Inc
SBH,SBH,Sally Beauty Holdings Inc
SD,SD,SandRidge Energy Inc
SASR,SASR,Sandy Spring Bancorp Inc
SANM,SANM,Sanmina Corp
SPNS,SPNS,Sapiens International Corp NV
BFS,BFS,Saul Centers Inc
SCSC,SCSC,ScanSource Inc
SCHN,SCHN,Schnitzer Steel Industries Inc
SCHL,SCHL,Scholastic Corp
STNG,STNG,Scorpio Tankers Inc
SBCF,SBCF,Seacoast Banking Corp of Florida
SPNE,SPNE,SeaSpine Holdings Corp
SEAS,SEAS,SeaWorld Entertainment Inc
SCWX,SCWX,SecureWorks Corp
SEM,SEM,Select Medical Holdings Corp
SIGI,SIGI,Selective Insurance Group Inc
SMTC,SMTC,Semtech Corp
SXT,SXT,Sensient Technologies Corp
SVC,SVC,Service Properties Trust
SFBS,SFBS,ServisFirst Bancshares Inc
SFL,SFL,SFL Corp Ltd
SWAV,SWAV,Shockwave Medical Inc
SCVL,SCVL,Shoe Carnival Inc
SHBI,SHBI,Shore Bancshares Inc
SSTI,SSTI,ShotSpotter Inc
SSTK,SSTK,Shutterstock Inc
SHYF,SHYF,Shyft Group Inc
SIBN,SIBN,SI-BONE Inc
BSRR,BSRR,Sierra Bancorp
SIG,SIG,Signet Jewelers Ltd
SLAB,SLAB,Silicon Laboratories Inc
SILK,SILK,Silk Road Medical Inc
SBOW,SBOW,SilverBow Resources Inc
SI,SI,Silvergate Capital Corp
SFNC,SFNC,Simmons First National Corp
SMPL,SMPL,Simply Good Foods Co
SSD,SSD,Simpson Manufacturing Co Inc
SBGI,SBGI,Sinclair Broadcast Group Inc
SPNT,SPNT,SiriusPoint Ltd
SITC,SITC,SITE Centers Corp
SITM,SITM,SiTime Corp
STR,STR,Sitio Royalties Corp
SJW,SJW,SJW Group
SKIL,SKIL,Skillsoft Corp
SKLZ,SKLZ,Skillz Inc
SKY,SKY,Skyline Champion Corp
SKYW,SKYW,SkyWest Inc
SNBR,SNBR,Sleep Number Corp
SM,SM,SM Energy Co
SGH,SGH,SMART Global Holdings Inc
SMBK,SMBK,SmartFinancial Inc
SWBI,SWBI,Smith & Wesson Brands Inc
SOI,SOI,Solaris Oilfield Infrastructure Inc
SAH,SAH,Sonic Automotive Inc
SONO,SONO,Sonos Inc
SJI,SJI,South Jersey Industries Inc
SFST,SFST,Southern First Bancshares Inc
SMBC,SMBC,Southern Missouri Bancorp Inc
SBSI,SBSI,Southside Bancshares Inc
SSB,SSB,SouthState Corp
SWX,SWX,Southwest Gas Holdings Inc
SP,SP,SP Plus Corp
SPTN,SPTN,SpartanNash Co
SR,SR,Spire Inc
SPWH,SPWH,Sportsmans Warehouse Holdings Inc
SPT,SPT,Sprout Social Inc
SFM,SFM,Sprouts Farmers Market Inc
SPSC,SPSC,SPS Commerce Inc
SPXC,SPXC,SPX Technologies Inc
SQSP,SQSP,Squarespace Inc
JOE,JOE,St Joe Co
STAA,STAA,STAAR Surgical Co
STAG,STAG,STAG Industrial Inc
STGW,STGW,Stagwell Inc
SMP,SMP,Standard Motor Products Inc
SXI,SXI,Standex International Corp
SCS,SCS,Steelcase Inc
SCL,SCL,Stepan Co
STEP,STEP,StepStone Group Inc
STRL,STRL,Sterling Infrastructure Inc
SHOO,SHOO,Steven Madden Ltd
STC,STC,Stewart Information Services Corp
SFIX,SFIX,Stitch Fix Inc
SYBT,SYBT,Stock Yards Bancorp Inc
STNE,STNE,StoneCo Ltd
SRI,SRI,Stoneridge Inc
SNEX,SNEX,StoneX Group Inc
STRA,STRA,Strategic Education Inc
LRN,LRN,Stride Inc
RGR,RGR,Sturm Ruger & Co Inc
SMMF,SMMF,Summit Financial Group Inc
INN,INN,Summit Hotel Properties Inc
SUM,SUM,Summit Materials Inc
SXC,SXC,SunCoke Energy Inc
NOVA,NOVA,Sunnova Energy International Inc
SHO,SHO,Sunstone Hotel Investors Inc
SMCI,SMCI,Super Micro Computer Inc
SUPN,SUPN,Supernus Pharmaceuticals Inc
SGRY,SGRY,Surgery Partners Inc
SRDX,SRDX,Surmodics Inc
SLVM,SLVM,Sylvamo Corp
SYNA,SYNA,Synaptics Inc
SNDX,SNDX,Syndax Pharmaceuticals Inc
TCMD,TCMD,Tactile Systems Technology Inc
TALO,TALO,Talos Energy Inc
SKT,SKT,Tanger Factory Outlet Centers Inc
TMHC,TMHC,Taylor Morrison Home Corp
TTGT,TTGT,TechTarget Inc
TGNA,TGNA,TEGNA Inc
TDS,TDS,Telephone and Data Systems Inc
TELL,TELL,Tellurian Inc
TENB,TENB,Tenable Holdings Inc
TNC,TNC,Tennant Co
TEX,TEX,Terex Corp
TRNO,TRNO,Terreno Realty Corp
TTI,TTI,TETRA Technologies Inc
TCBI,TCBI,Texas Capital Bancshares Inc
TXRH,TXRH,Texas Roadhouse Inc
TGH,TGH,Textainer Group Holdings Ltd
THRY,THRY,Thryv Holdings Inc
TDW,TDW,Tidewater Inc
TMST,TMST,TimkenSteel Corp
TWI,TWI,Titan International Inc
TITN,TITN,Titan Machinery Inc
TMP,TMP,Tompkins Financial Corp
TR,TR,Tootsie Roll Industries Inc
MODG,MODG,Topgolf Callaway Brands Corp
TOWN,TOWN,Towne Bank
TRTX,TRTX,TPG RE Finance Trust Inc
TRNS,TRNS,Transcat Inc
TA,TA,TravelCenters of America Inc
TVTX,TVTX,Travere Therapeutics Inc
TG,TG,Tredegar Corp
THS,THS,TreeHouse Foods Inc
TPH,TPH,Tri Pointe Homes Inc
TCBK,TCBK,TriCo Bancshares
TRS,TRS,TriMas Corp
TNET,TNET,TriNet Group Inc
TRN,TRN,Trinity Industries Inc
TSE,TSE,Trinseo PLC
TRTN,TRTN,Triton International Ltd
TBK,TBK,Triumph Bancorp Inc
TROX,TROX,Tronox Holdings PLC
TBI,TBI,TrueBlue Inc
TRUE,TRUE,TrueCar Inc
TRST,TRST,TrustCo Bank Corp NY
TRMK,TRMK,Trustmark Corp
TTEC,TTEC,TTEC Holdings Inc
TTMI,TTMI,TTM Technologies Inc
TUP,TUP,Tupperware Brands Corp
TPB,TPB,Turning Point Brands Inc
HEAR,HEAR,Turtle Beach Corp
TPC,TPC,Tutor Perini Corp
TWO,TWO,Two Harbors Investment Corp
UDMY,UDMY,Udemy Inc
UFPI,UFPI,UFP Industries Inc
UFPT,UFPT,UFP Technologies Inc
UCTT,UCTT,Ultra Clean Holdings Inc
UMBF,UMBF,UMB Financial Corp
UMH,UMH,UMH Properties Inc
UFI,UFI,Unifi Inc
UNF,UNF,UniFirst Corp
UIS,UIS,Unisys Corp
UBSI,UBSI,United Bankshares Inc
UCBI,UCBI,United Community Banks Inc
UFCS,UFCS,United Fire Group Inc
UNFI,UNFI,United Natural Foods Inc
USM,USM,United States Cellular Corp
USLM,USLM,United States Lime & Minerals Inc
UNIT,UNIT,Uniti Group Inc
UTL,UTL,Unitil Corp
UNTY,UNTY,Unity Bancorp Inc
UVV,UVV,Universal Corp
UHT,UHT,Universal Health Realty Income Trust
UVE,UVE,Universal Insurance Holdings Inc
UTI,UTI,Universal Technical Institute Inc
UVSP,UVSP,Univest Financial Corp
UPLD,UPLD,Upland Software Inc
UPWK,UPWK,Upwork Inc
UEC,UEC,Uranium Energy Corp
UE,UE,Urban Edge Properties
URBN,URBN,Urban Outfitters Inc
UBA,UBA,Urstadt Biddle Properties Inc
USPH,USPH,US Physical Therapy Inc
SLCA,SLCA,US Silica Holdings Inc
USNA,USNA,USANA Health Sciences Inc
UTZ,UTZ,Utz Brands Inc
VVX,VVX,V2X Inc
EGY,EGY,VAALCO Energy Inc
VAL,VAL,Valaris Ltd
VLY,VLY,Valley National Bancorp
VNDA,VNDA,Vanda Pharmaceuticals Inc
VREX,VREX,Varex Imaging Corp
VRNS,VRNS,Varonis Systems Inc
PCVX,PCVX,Vaxcyte Inc
VGR,VGR,Vector Group Ltd
VECO,VECO,Veeco Instruments Inc
VCYT,VCYT,Veracyte Inc
VCEL,VCEL,Vericel Corp
VRNT,VRNT,Verint Systems Inc
VRE,VRE,Veris Residential Inc
VBTX,VBTX,Veritex Holdings Inc
VRTV,VRTV,Veritiv Corp
VERI,VERI,Veritone Inc
VRRM,VRRM,Verra Mobility Corp
VTNR,VTNR,Vertex Energy Inc
VIA,VIA,Via Renewables Inc
VIAV,VIAV,Viavi Solutions Inc
VICR,VICR,Vicor Corp
VIEW,VIEW,View Inc
VLGEA,VLGEA,Village Super Market Inc
VIR,VIR,Vir Biotechnology Inc
VRTS,VRTS,Virtus Investment Partners Inc
VSH,VSH,Vishay Intertechnology Inc
VPG,VPG,Vishay Precision Group Inc
VSTO,VSTO,Vista Outdoor Inc
VC,VC,Visteon Corp
VITL,VITL,Vital Farms Inc
WTI,WTI,W&T Offshore Inc
WNC,WNC,Wabash National Corp
WD,WD,Walker & Dunlop Inc
HCC,HCC,Warrior Met Coal Inc
WAFD,WAFD,Washington Federal Inc
WRE,WRE,Washington Real Estate Investment Trust
WASH,WASH,Washington Trust Bancorp Inc
WSBF,WSBF,Waterstone Financial Inc
WTS,WTS,Watts Water Technologies Inc
WDFC,WDFC,WD-40 Co
WFRD,WFRD,Weatherford International PLC
WMK,WMK,Weis Markets Inc
WERN,WERN,Werner Enterprises Inc
WSBC,WSBC,WesBanco Inc
WTBA,WTBA,West BanCorp Inc
WABC,WABC,Westamerica BanCorp
WSR,WSR,Whitestone REIT
WOW,WOW,WideOpenWest Inc
WLDN,WLDN,Willdan Group Inc
WING,WING,Wingstop Inc
WINA,WINA,Winmark Corp
WGO,WGO,Winnebago Industries Inc
WWW,WWW,Wolverine World Wide Inc
WK,WK,Workiva Inc
WRLD,WRLD,World Acceptance Corp
INT,INT,World Fuel Services Corp
WOR,WOR,Worthington Industries Inc
WSFS,WSFS,WSFS Financial Corp
WW,WW,WW International Inc
XNCR,XNCR,Xencor Inc
XHR,XHR,Xenia Hotels & Resorts Inc
XRX,XRX,Xerox Holdings Corp
XPEL,XPEL,XPEL Inc
XPER,XPER,Xperi Holding Corp
YELP,YELP,Yelp Inc
YEXT,YEXT,Yext Inc
YORW,YORW,York Water Co
ZETA,ZETA,Zeta Global Holdings Corp
ZD,ZD,Ziff Davis Inc
ZIMV,ZIMV,Zimvie Inc
ZIP,ZIP,ZipRecruiter Inc
ZUMZ,ZUMZ,Zumiez Inc
ZUO,ZUO,Zuora Inc
ZWS,ZWS,Zurn Elkay Water Solutions Corp
ZYXI,ZYXI,Zynex Inc
