Ticker,Yahoo,Name
SRPT,SRPT,Sarepta Therapeutics Inc
SBAC,SBAC,SBA Communications Corp
SAIC,SAIC,Science Applications International Corp
SMG,SMG,Scotts Miracle-Gro Co
STX,STX,Seagate Technology Holdings PLC
SGEN,SGEN,Seagen Inc
SEE,SEE,Sealed Air Corp
SEIC,SEIC,SEI Investments Co
SIGI,SIGI,Selective Insurance Group Inc
SRE,SRE,Sempra Energy
ST,ST,Sensata Technologies Holding PLC
S,S,SentinelOne Inc
SCI,SCI,Service Corp International
NOW,NOW,ServiceNow Inc
SHW,SHW,Sherwin-Williams Co
SWAV,SWAV,Shockwave Medical Inc
SBNY,SBNY,Signature Bank
SLAB,SLAB,Silicon Laboratories Inc
SIRI,SIRI,Sirius XM Holdings Inc
SITE,SITE,SiteOne Landscape Supply Inc
SKX,SKX,Skechers USA Inc
SWKS,SWKS,Skyworks Solutions Inc
SLM,SLM,SLM Corp
SNA,SNA,Snap-on Inc
SOFI,SOFI,SoFi Technologies Inc
SEDG,SEDG,SolarEdge Technologies Inc
SON,SON,Sonoco Products Co
SHC,SHC,Sotera Health Co
SO,SO,Southern Co
SCCO,SCCO,Southern Copper Corp
SSB,SSB,SouthState Corp
LUV,LUV,Southwest Airlines Co
SWX,SWX,Southwest Gas Holdings Inc
SWN,SWN,Southwestern Energy Co
SRC,SRC,Spirit Realty Capital Inc
SPLK,SPLK,Splunk Inc
SPOT,SPOT,Spotify Technology SA
SSNC,SSNC,SS&C Technologies Holdings Inc
STAG,STAG,STAG Industrial Inc
SWK,SWK,Stanley Black & Decker Inc
SBUX,SBUX,Starbucks Corp
STWD,STWD,Starwood Property Trust Inc
STT,STT,State Street Corp
STLD,STLD,Steel Dynamics Inc
SRCL,SRCL,Stericycle Inc
STE,STE,STERIS PLC
SF,SF,Stifel Financial Corp
STOR,STOR,STORE Capital Corp
SYK,SYK,Stryker Corp
SUI,SUI,Sun Communities Inc
RUN,RUN,Sunrun Inc
SIVB,SIVB,SVB Financial Group
SWCH,SWCH,Switch Inc
SYNA,SYNA,Synaptics Inc
SNPS,SNPS,Synopsys Inc
SNV,SNV,Synovus Financial Corp
SYY,SYY,Sysco Corp
TROW,TROW,T Rowe Price Group Inc
TMUS,TMUS,T-Mobile US Inc
TTWO,TTWO,Take-Two Interactive Software Inc
TPR,TPR,Tapestry Inc
TGT,TGT,Target Corp
SNX,SNX,TD SYNNEX Corp
TEL,TEL,TE Connectivity Ltd
TDOC,TDOC,Teladoc Health Inc
TDY,TDY,Teledyne Technologies Inc
TFX,TFX,Teleflex Inc
TPX,TPX,Tempur Sealy International Inc
THC,THC,Tenet Healthcare Corp
TER,TER,Teradyne Inc
TMX,TMX,Terminix Global Holdings Inc
TSLA,TSLA,Tesla Inc
TTEK,TTEK,Tetra Tech Inc
TXN,TXN,Texas Instruments Inc
TPL,TPL,Texas Pacific Land Corp
TXRH,TXRH,Texas Roadhouse Inc
TXT,TXT,Textron Inc
TFSL,TFSL,TFS Financial Corp
TMO,TMO,Thermo Fisher Scientific Inc
THO,THO,Thor Industries Inc
TWKS,TWKS,Thoughtworks Holding Inc
TKR,TKR,Timken Co
TJX,TJX,TJX Cos Inc
TOST,TOST,Toast Inc
TOL,TOL,Toll Brothers Inc
BLD,BLD,TopBuild Corp
TTC,TTC,Toro Co
TPG,TPG,TPG Inc
TSCO,TSCO,Tractor Supply Co
TTD,TTD,Trade Desk Inc
TW,TW,Tradeweb Markets Inc
TT,TT,Trane Technologies PLC
TDG,TDG,TransDigm Group Inc
TRV,TRV,Travelers Cos Inc
TREX,TREX,Trex Co Inc
TRMB,TRMB,Trimble Inc
TNET,TNET,TriNet Group Inc
TFC,TFC,Truist Financial Corp
TWTR,TWTR,Twitter Inc
TYL,TYL,Tyler Technologies Inc
TSN,TSN,Tyson Foods Inc
UBER,UBER,Uber Technologies Inc
UI,UI,Ubiquiti Inc
UDR,UDR,UDR Inc
UGI,UGI,UGI Corp
PATH,PATH,UiPath Inc
ULTA,ULTA,Ulta Beauty Inc
UAA,UAA,Under Armour Inc
UA,UA,Under Armour Inc
UNP,UNP,Union Pacific Corp
UAL,UAL,United Airlines Holdings Inc
UBSI,UBSI,United Bankshares Inc
UPS,UPS,United Parcel Service Inc
URI,URI,United Rentals Inc
UTHR,UTHR,United Therapeutics Corp
UNH,UNH,UnitedHealth Group Inc
OLED,OLED,Universal Display Corp
UHS,UHS,Universal Health Services Inc
UNM,UNM,Unum Group
USB,USB,US Bancorp
UWMC,UWMC,UWM Holdings Corp
VLO,VLO,Valero Energy Corp
VLY,VLY,Valley National Bancorp
VVV,VVV,Valvoline Inc
VEEV,VEEV,Veeva Systems Inc
VRSN,VRSN,VeriSign Inc
VRSK,VRSK,Verisk Analytics Inc
VZ,VZ,Verizon Communications Inc
VRTX,VRTX,Vertex Pharmaceuticals Inc
VRT,VRT,Vertiv Holdings Co
VFC,VFC,VF Corp
VTRS,VTRS,Viatris Inc
VICI,VICI,VICI Properties Inc
VIRT,VIRT,Virtu Financial Inc
V,V,Visa Inc
VST,VST,Vistra Corp
VMW,VMW,VMware Inc
VNT,VNT,Vontier Corp
VOYA,VOYA,Voya Financial Inc
VMC,VMC,Vulcan Materials Co
WRB,WRB,W R Berkley Corp
WBA,WBA,Walgreens Boots Alliance Inc
WMT,WMT,Walmart Inc
DIS,DIS,Walt Disney Co
WMG,WMG,Warner Music Group Corp
WM,WM,Waste Management Inc
WAT,WAT,Waters Corp
WSO,WSO,Watsco Inc
W,W,Wayfair Inc
WBS,WBS,Webster Financial Corp
WEC,WEC,WEC Energy Group Inc
WFC,WFC,Wells Fargo & Co
WELL,WELL,Welltower Inc
WEN,WEN,Wendys Co
WCC,WCC,WESCO International Inc
WST,WST,West Pharmaceutical Services Inc
WAL,WAL,Western Alliance Bancorp
WDC,WDC,Western Digital Corp
WU,WU,Western Union Co
WAB,WAB,Westinghouse Air Brake Technologies Corp
WLK,WLK,Westlake Corp
WRK,WRK,WestRock Co
WEX,WEX,WEX Inc
WHR,WHR,Whirlpool Corp
WMB,WMB,Williams Cos Inc
WSM,WSM,Williams-Sonoma Inc
WTW,WTW,Willis Towers Watson PLC
WSC,WSC,WillScot Mobile Mini Holdings Corp
WOLF,WOLF,Wolfspeed Inc
WWD,WWD,Woodward Inc
WDAY,WDAY,Workday Inc
WPC,WPC,WP Carey Inc
GWW,GWW,WW Grainger Inc
WYNN,WYNN,Wynn Resorts Ltd
XEL,XEL,Xcel Energy Inc
XPO,XPO,XPO Logistics Inc
XYL,XYL,Xylem Inc
YETI,YETI,YETI Holdings Inc
YUMC,YUMC,Yum China Holdings Inc
YUM,YUM,Yum! Brands Inc
ZBRA,ZBRA,Zebra Technologies Corp
ZEN,ZEN,Zendesk Inc
ZD,ZD,Ziff Davis Inc
ZG,ZG,Zillow Group Inc
Z,Z,Zillow Group Inc
ZBH,ZBH,Zimmer Biomet Holdings Inc
ZION,ZION,Zions Bancorporation
ZTS,ZTS,Zoetis Inc
ZM,ZM,Zoom Video Communications Inc
ZI,ZI,ZoomInfo Technologies Inc
ZS,ZS,Zscaler Inc
